neighbourhood,neighbourhood_cleansed,has_availability,first_review,instant_bookable
"Paris, Île-de-France, France",Observatoire,t,2016-01-13,f
0,Buttes-Montmartre,t,0,f
0,Vaugirard,t,2016-10-23,f
0,Gobelins,t,2016-01-02,f
"Paris, Île-de-France, France",Observatoire,t,2016-03-31,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Vaugirard,t,2016-09-17,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-02-08,f
0,Batignolles-Monceau,t,2016-02-20,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2017-05-07,t
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Hôtel-de-Ville,t,0,f
0,Batignolles-Monceau,f,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-06-06,f
0,Temple,t,0,f
0,Opéra,t,2016-03-05,f
0,Gobelins,t,2016-05-15,f
0,Buttes-Montmartre,t,2016-02-14,f
0,Reuilly,t,0,f
"Paris, Île-de-France, France",Élysée,t,2015-12-13,f
0,Hôtel-de-Ville,t,0,f
"Paris-9E-Arrondissement, Île-de-France, France",Opéra,t,2016-01-17,f
0,Hôtel-de-Ville,t,2016-03-11,f
0,Entrepôt,t,2016-02-08,t
"Paris, Île-de-France, France",Popincourt,t,2016-01-24,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-10,f
0,Popincourt,t,2016-06-12,f
"Paris, Île-de-France, France",Vaugirard,t,2019-01-01,f
"Paris, Île-de-France, France",Temple,t,2016-06-11,f
"Paris, Île-de-France, France",Vaugirard,t,2016-01-05,t
0,Entrepôt,t,2015-12-12,f
"Paris, Île-de-France, France",Vaugirard,t,2016-01-05,f
0,Popincourt,t,2016-02-18,f
"Paris, Île-de-France, France",Popincourt,t,2017-02-21,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-01-05,f
"Paris, IDF, France",Gobelins,t,0,f
"Paris, Île-de-France, France",Bourse,t,2017-03-30,f
"Paris, Île-de-France, France",Gobelins,t,2015-12-26,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2015-12-11,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2015-12-20,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-01-24,f
0,Batignolles-Monceau,t,2016-02-11,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Buttes-Montmartre,t,0,f
0,Reuilly,t,0,f
0,Observatoire,t,0,f
"Paris, Île-de-France, France",Observatoire,t,2016-07-01,f
0,Buttes-Montmartre,t,0,f
0,Reuilly,t,2015-12-15,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2017-10-24,f
"Paris, Île-de-France, France",Reuilly,t,2015-12-30,f
"Paris-18E-Arrondissement, Île-de-France, France",Buttes-Montmartre,t,2015-12-21,f
"Paris, Île-de-France, France",Entrepôt,t,2016-06-05,f
0,Gobelins,t,2016-06-12,f
0,Observatoire,t,0,f
0,Ménilmontant,t,2016-07-07,f
"Paris, Île-de-France, France",Vaugirard,t,0,f
"Paris, IDF, France",Vaugirard,t,2016-02-23,f
0,Batignolles-Monceau,t,2016-03-30,f
"Paris, Île-de-France, France",Reuilly,t,2015-12-31,f
0,Buttes-Chaumont,t,2016-10-17,f
0,Panthéon,t,2015-12-26,f
0,Entrepôt,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2016-01-08,f
0,Ménilmontant,t,2016-02-02,f
"Paris-15E-Arrondissement, Île-de-France, France",Vaugirard,t,2016-01-02,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2015-12-21,f
0,Vaugirard,t,2016-02-07,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-05-30,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2015-12-05,f
0,Hôtel-de-Ville,t,2016-01-06,t
"Paris, Île-de-France, France",Popincourt,t,2018-06-25,f
0,Vaugirard,t,2016-01-02,f
0,Panthéon,t,2016-05-15,f
"Paris, Île-de-France, France",Observatoire,t,2015-12-13,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2015-12-31,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-01-02,t
"Paris, Île-de-France, France",Luxembourg,t,2016-01-05,f
0,Vaugirard,t,2015-12-27,f
"Paris, Île-de-France, France",Popincourt,t,0,f
0,Batignolles-Monceau,t,2016-05-04,f
"Paris, Île-de-France, France",Passy,t,2016-09-10,t
"Paris, Île-de-France, France",Observatoire,t,2015-12-31,f
"Paris, Île-de-France, France",Vaugirard,t,2016-01-05,f
0,Entrepôt,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris-1ER-Arrondissement, Île-de-France, France",Louvre,t,2016-03-24,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-09,f
0,Buttes-Montmartre,t,2015-12-08,t
"Paris, IDF, France",Reuilly,t,2016-06-08,f
0,Passy,t,2017-03-13,f
0,Entrepôt,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-06-27,f
"Paris, Île-de-France, France",Temple,t,2017-04-20,t
0,Buttes-Montmartre,t,2016-11-28,f
"Paris, Île-de-France, France",Gobelins,t,2015-12-28,f
0,Gobelins,t,2016-04-23,f
0,Buttes-Montmartre,t,2015-12-21,t
0,Passy,t,2016-08-26,f
"Paris, Île-de-France, France",Popincourt,t,2015-12-29,f
0,Buttes-Montmartre,t,0,f
0,Hôtel-de-Ville,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-03,f
"Paris, Île-de-France, France",Reuilly,t,2016-04-06,f
"Paris, IDF, France",Entrepôt,t,2015-12-31,f
0,Passy,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Entrepôt,t,2016-01-30,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
0,Popincourt,t,2015-12-24,f
0,Observatoire,t,2016-05-02,f
"Paris, Île-de-France, France",Élysée,t,2018-03-04,f
"Paris-20E-Arrondissement, Île-de-France, France",Ménilmontant,t,2016-05-08,t
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2015-12-28,f
"Paris, Île-de-France, France",Passy,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2015-12-14,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-01-03,f
0,Batignolles-Monceau,t,2016-06-24,f
0,Passy,t,0,f
0,Entrepôt,t,2016-04-27,f
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2016-11-05,f
"Paris, Île-de-France, France",Ménilmontant,t,0,f
0,Popincourt,t,2015-12-12,f
"Paris, Île-de-France, France",Opéra,t,2016-04-04,f
"Paris, Île-de-France, France",Vaugirard,t,2016-01-02,f
0,Temple,t,2016-01-01,f
0,Popincourt,t,2015-12-26,f
"Paris, Île-de-France, France",Popincourt,t,2016-02-29,f
0,Batignolles-Monceau,t,2015-12-15,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2016-05-24,f
0,Reuilly,t,2016-01-02,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-07-01,f
0,Buttes-Chaumont,t,0,f
0,Ménilmontant,t,2016-02-08,f
0,Batignolles-Monceau,t,0,f
0,Observatoire,t,2016-01-01,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-02,f
"Paris, Île-de-France, France",Luxembourg,t,2016-01-04,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,2015-12-12,f
0,Luxembourg,t,2016-06-13,f
"Paris, Île-de-France, France",Temple,t,2015-12-15,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Vaugirard,t,0,f
0,Popincourt,t,2016-02-11,f
0,Batignolles-Monceau,t,2016-01-03,t
"Paris, Île-de-France, France",Vaugirard,t,2015-12-23,f
0,Reuilly,t,2016-01-16,f
0,Opéra,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2016-02-14,f
0,Batignolles-Monceau,t,2015-12-31,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
0,Batignolles-Monceau,t,2016-04-17,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Gobelins,t,2016-01-03,f
"Paris-17E-Arrondissement, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Gobelins,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-08,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-11,f
0,Élysée,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2016-02-22,f
0,Buttes-Montmartre,t,0,f
0,Ménilmontant,t,2016-01-05,f
0,Passy,t,2016-04-10,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2015-12-29,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-01-03,f
"Paris, Île-de-France, France",Observatoire,t,0,f
0,Hôtel-de-Ville,t,2016-01-26,t
0,Entrepôt,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,0,f
0,Luxembourg,t,0,f
0,Ménilmontant,t,2016-04-11,f
"Paris, Île-de-France, France",Vaugirard,t,2016-01-25,f
0,Opéra,t,0,f
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-07,f
"Paris, Île-de-France, France",Popincourt,t,2016-02-29,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-23,f
"Paris, Île-de-France, France",Entrepôt,t,2016-01-02,f
"Paris, Île-de-France, France",Popincourt,t,2016-06-24,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-23,f
"Paris, Île-de-France, France",Reuilly,t,2016-05-28,f
0,Opéra,t,2016-01-23,f
"Paris-12E-Arrondissement, Île-de-France, France",Reuilly,t,0,f
0,Entrepôt,t,0,f
0,Vaugirard,t,2017-07-28,t
"Paris, Île-de-France, France",Élysée,t,2016-04-24,f
0,Luxembourg,t,2016-07-10,f
"Paris, Île-de-France, France",Reuilly,t,2017-05-21,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2015-12-10,t
0,Luxembourg,t,0,t
0,Reuilly,t,0,f
0,Buttes-Chaumont,t,2016-06-23,f
0,Temple,t,2016-03-11,f
0,Temple,t,2016-01-03,f
"Paris, Île-de-France, France",Vaugirard,t,2018-08-04,t
"Paris, Île-de-France, France",Gobelins,t,2016-09-10,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2016-01-03,f
0,Palais-Bourbon,t,2016-06-25,f
0,Buttes-Chaumont,t,2016-01-03,f
0,Vaugirard,t,0,f
"Paris-5E-Arrondissement, Île-de-France, France",Panthéon,t,2015-12-22,f
0,Vaugirard,t,0,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2015-12-28,f
"Paris, Île-de-France, France",Observatoire,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2015-12-28,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,2016-01-07,f
0,Passy,t,0,f
0,Entrepôt,t,0,f
0,Buttes-Chaumont,t,2016-03-06,f
0,Observatoire,t,0,f
0,Buttes-Chaumont,t,2016-05-08,f
0,Opéra,t,2016-01-24,f
0,Buttes-Montmartre,t,2016-06-26,f
0,Reuilly,t,2016-03-02,f
"Paris, Île-de-France, France",Temple,t,0,f
0,Palais-Bourbon,t,2017-07-10,f
"Paris, Île-de-France, France",Passy,t,2015-12-16,t
0,Opéra,t,2017-07-27,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Reuilly,t,2015-12-20,f
0,Gobelins,t,2018-03-19,f
0,Passy,t,0,f
"Paris, IDF, France",Popincourt,t,2018-10-01,f
0,Bourse,t,2015-12-26,t
0,Ménilmontant,t,2016-04-16,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2016-02-29,f
"Paris, Île-de-France, France",Popincourt,t,2018-07-19,f
0,Panthéon,t,2016-07-19,f
0,Palais-Bourbon,t,0,f
"Paris, Île-de-France, France",Reuilly,t,0,f
0,Élysée,t,2015-12-26,f
0,Ménilmontant,t,2016-01-01,t
0,Panthéon,t,0,f
"Paris, Île-de-France, France",Vaugirard,t,2016-07-17,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-12-26,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2015-12-26,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2016-01-27,t
"Paris, Île-de-France, France",Luxembourg,t,2016-07-26,f
0,Batignolles-Monceau,t,0,f
0,Popincourt,t,2018-08-13,f
"Paris-17E-Arrondissement, Île-de-France, France",Élysée,t,2016-01-08,t
"Paris, Île-de-France, France",Popincourt,t,2016-01-02,f
0,Opéra,f,2016-02-01,f
"Paris, Île-de-France, France",Entrepôt,t,2019-11-30,f
0,Batignolles-Monceau,t,2016-04-14,f
0,Ménilmontant,t,2016-01-01,f
"Paris-20E-Arrondissement, Île-de-France, France",Ménilmontant,t,0,f
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Temple,t,2016-08-21,t
"Paris-3E-Arrondissement, Île-de-France, France",Temple,t,2016-07-21,f
"Paris, Île-de-France, France",Popincourt,t,2016-04-21,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2015-12-30,f
0,Gobelins,t,2016-08-08,t
"Paris, Île-de-France, France",Observatoire,t,2016-01-09,f
0,Ménilmontant,t,2016-05-09,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2016-02-17,f
0,Louvre,t,2016-01-27,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Popincourt,t,0,f
0,Ménilmontant,t,2016-10-16,f
0,Hôtel-de-Ville,t,2016-01-03,t
0,Hôtel-de-Ville,t,2016-05-28,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-05-29,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Gobelins,t,0,f
"Paris, IDF, France",Élysée,t,2017-06-13,t
0,Reuilly,t,0,f
0,Entrepôt,t,2016-01-02,f
"Paris, Île-de-France, France",Ménilmontant,t,2015-12-20,f
0,Temple,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-03-06,f
0,Batignolles-Monceau,t,0,f
0,Gobelins,t,0,f
"Paris, Île-de-France, France",Temple,t,2016-01-09,f
"Paris, Île-de-France, France",Passy,t,2016-04-08,f
0,Gobelins,t,0,f
0,Entrepôt,t,0,f
0,Observatoire,t,2016-02-07,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Passy,t,2016-05-21,f
"Paris, Île-de-France, France",Ménilmontant,t,2016-10-31,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Temple,t,2016-01-03,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-05,f
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Opéra,t,2016-01-10,f
0,Bourse,t,2015-12-24,f
0,Reuilly,t,0,f
"Paris, Île de France, France",Buttes-Montmartre,t,2015-12-26,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-01-10,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Entrepôt,t,2016-05-25,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Observatoire,t,2016-03-06,f
0,Observatoire,t,0,f
"Paris-4E-Arrondissement, Île-de-France, France",Hôtel-de-Ville,t,2016-03-06,f
0,Vaugirard,t,2016-06-28,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Reuilly,t,2016-01-25,f
"Paris, Île-de-France, France",Ménilmontant,t,0,f
0,Batignolles-Monceau,t,0,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-01-05,f
0,Palais-Bourbon,t,0,f
"Paris, IDF, France",Élysée,t,2015-12-19,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-01-03,f
0,Ménilmontant,t,0,f
0,Reuilly,t,2015-12-21,f
0,Buttes-Montmartre,t,0,f
0,Opéra,t,2016-03-06,f
0,Buttes-Montmartre,t,2016-01-10,f
"Paris, IDF, France",Ménilmontant,t,2018-06-03,f
"Paris, Île-de-France, France",Entrepôt,t,2016-01-05,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2016-01-07,f
"Paris-20E-Arrondissement, Île-de-France, France",Ménilmontant,t,2016-01-03,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-01-02,t
"Paris, Île-de-France, France",Gobelins,t,0,f
0,Luxembourg,t,2015-12-13,f
"Paris, Île-de-France, France",Opéra,t,2016-02-15,f
0,Buttes-Chaumont,t,2015-12-23,f
"Paris, Île-de-France, France",Élysée,t,2016-02-21,t
0,Entrepôt,t,2016-04-18,f
0,Hôtel-de-Ville,t,2015-12-24,t
"Paris, Île-de-France, France",Panthéon,t,2016-01-02,t
0,Observatoire,t,2016-07-22,f
0,Opéra,t,2016-07-02,f
0,Observatoire,t,0,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Élysée,t,2016-06-29,f
"Paris, Île-de-France, France",Temple,t,2016-06-13,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Passy,t,2016-01-01,f
"Paris, IDF, France",Temple,t,2015-12-24,t
0,Hôtel-de-Ville,t,0,f
0,Buttes-Montmartre,t,2015-12-22,f
0,Entrepôt,t,0,f
0,Vaugirard,t,2016-09-21,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2016-01-05,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Entrepôt,t,2016-03-08,f
0,Buttes-Montmartre,t,0,f
0,Buttes-Montmartre,t,2016-01-08,f
"Paris, Île-de-France, France",Observatoire,t,0,f
"Paris, IDF, France",Popincourt,f,2016-03-27,f
"Paris, Île-de-France, France",Panthéon,t,2017-09-29,t
"Saint-Denis, Île-de-France, France",Buttes-Montmartre,t,2016-01-01,t
"Paris, Île-de-France, France",Popincourt,f,2017-01-02,f
0,Buttes-Montmartre,t,0,f
0,Vaugirard,t,2016-04-28,f
0,Reuilly,t,0,f
0,Popincourt,t,2016-03-28,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2017-04-02,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Passy,t,0,f
0,Buttes-Montmartre,t,2017-04-22,f
"Paris, IDF, France",Panthéon,t,2015-12-27,t
"Paris, Île-de-France, France",Reuilly,t,2016-06-21,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-02-08,f
"Paris, Île-de-France, France",Entrepôt,t,2018-06-12,f
0,Buttes-Montmartre,t,0,t
"Paris, Île-de-France, France",Temple,t,2017-04-14,f
"Paris, Paris province, France",Temple,t,2016-01-16,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-01-13,f
0,Passy,t,0,f
0,Hôtel-de-Ville,t,2016-08-28,f
"Paris, Île-de-France, France",Élysée,t,2016-01-14,t
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Luxembourg,t,2016-01-05,f
0,Popincourt,t,2017-08-01,t
0,Luxembourg,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2016-01-02,f
0,Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Reuilly,t,0,f
0,Popincourt,t,0,f
"Paris, IDF, France",Vaugirard,t,2016-01-03,f
0,Opéra,t,0,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Temple,t,2016-01-03,t
0,Opéra,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-04-09,f
0,Élysée,t,0,f
0,Élysée,t,2017-06-24,f
"Paris, Île-de-France, France",Opéra,t,2016-01-05,f
0,Popincourt,t,2015-12-19,f
0,Élysée,t,2016-11-08,f
0,Buttes-Montmartre,t,2019-03-31,f
"Paris, Île-de-France, France",Entrepôt,t,2016-02-08,f
"Paris, Île-de-France, France",Louvre,t,2016-01-30,f
"Paris, Île-de-France, France",Popincourt,t,2016-05-01,f
0,Buttes-Chaumont,t,2016-01-01,f
0,Buttes-Montmartre,t,0,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2015-12-31,f
"Paris, Île-de-France, France",Popincourt,t,2016-02-09,f
0,Temple,t,0,f
0,Batignolles-Monceau,t,0,f
"Paris-14E-Arrondissement, Île-de-France, France",Vaugirard,t,0,f
0,Entrepôt,t,2016-05-16,f
"Paris, Île-de-France, France",Luxembourg,t,2016-03-10,f
0,Reuilly,t,2016-01-03,f
0,Observatoire,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Panthéon,t,2016-02-14,f
"Paris, Île-de-France, France",Popincourt,t,2019-01-05,t
"Paris, Île-de-France, France",Louvre,t,2016-02-14,f
"Paris, Île-de-France, France",Opéra,t,2016-09-06,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-05-31,t
0,Observatoire,f,2016-06-25,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
"Paris, Île-de-France, France",Temple,t,2016-11-13,f
"Paris, Île-de-France, France",Entrepôt,t,0,f
0,Passy,f,2015-12-30,f
"Paris, Île-de-France, France",Louvre,t,2017-09-23,f
0,Palais-Bourbon,t,0,f
0,Popincourt,t,2016-01-02,f
0,Buttes-Chaumont,f,2015-12-28,f
0,Popincourt,t,0,f
"Paris-15E-Arrondissement, Île-de-France, France",Vaugirard,t,2016-06-24,t
0,Buttes-Montmartre,t,0,f
"Paris-17E-Arrondissement, Île-de-France, France",Batignolles-Monceau,t,2017-04-01,f
0,Passy,t,2016-05-30,f
"Paris, Île-de-France, France",Reuilly,t,2016-03-07,f
"Paris, Île-de-France, France",Opéra,t,2017-06-05,f
"Paris, Île-de-France, France",Temple,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2016-03-15,f
"Paris, Île-de-France, France",Luxembourg,t,2016-04-12,t
0,Batignolles-Monceau,t,0,f
0,Palais-Bourbon,t,2016-01-31,f
"Paris, Île-de-France, France",Popincourt,t,2016-01-25,f
"Paris, Île-de-France, France",Élysée,t,2016-03-09,t
"Paris, Île-de-France, France",Temple,t,2015-12-30,f
"Paris, Île-de-France, France",Reuilly,t,2016-05-26,f
"Paris, Île-de-France, France",Opéra,t,2016-01-02,t
0,Louvre,t,0,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2016-05-04,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-06-06,f
"Paris, Île-de-France, France",Ménilmontant,t,2015-12-30,t
0,Luxembourg,t,2016-07-17,f
0,Vaugirard,t,0,f
0,Buttes-Montmartre,t,0,f
0,Vaugirard,t,2016-04-26,f
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,t
"Paris, Île-de-France, France",Popincourt,t,2016-05-08,t
0,Buttes-Montmartre,t,2016-03-15,f
"Paris, Île-de-France, France",Opéra,t,2016-01-03,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2016-01-02,f
"Paris, Île-de-France, France",Temple,t,2016-01-28,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-01-05,t
0,Buttes-Montmartre,t,2016-07-06,f
0,Batignolles-Monceau,t,0,f
0,Temple,t,2016-06-20,f
0,Popincourt,t,2016-01-02,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Popincourt,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-02-28,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2016-02-01,f
0,Passy,t,0,f
"Paris, Île-de-France, France",Observatoire,t,2016-05-20,f
"Paris, Île-de-France, France",Panthéon,t,2015-12-28,f
"Paris, Île-de-France, France",Ménilmontant,t,2016-01-01,f
0,Ménilmontant,t,0,f
"Paris, Île-de-France, France",Passy,t,2016-02-12,f
"Paris, Île-de-France, France",Reuilly,t,0,f
"Paris, Île-de-France, France",Panthéon,t,2016-01-03,t
0,Palais-Bourbon,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2016-08-14,f
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2015-12-31,f
"Paris, Île-de-France, France",Entrepôt,t,2016-01-01,t
0,Vaugirard,t,0,f
0,Louvre,t,0,f
"Paris-19E-Arrondissement, Île-de-France, France",Buttes-Chaumont,t,2016-04-13,f
0,Bourse,t,0,f
0,Opéra,t,2015-12-30,f
0,Temple,t,0,f
0,Buttes-Montmartre,t,2016-01-11,f
"Paris, Île-de-France, France",Reuilly,t,2016-06-20,f
"Paris, Île-de-France, France",Opéra,t,2016-01-29,f
0,Batignolles-Monceau,t,2016-07-24,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,0,f
"Paris, Île-de-France, France",Élysée,t,2016-01-02,f
"Paris, Île-de-France, France",Opéra,t,2016-05-21,f
"Paris, Île-de-France, France",Popincourt,t,2016-06-25,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2016-01-10,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-07-21,f
