neighbourhood,neighbourhood_cleansed,has_availability,first_review,instant_bookable
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Bourse,t,2018-11-11,t
0,Popincourt,t,2018-11-27,t
0,Buttes-Chaumont,t,2018-12-02,f
"Paris, Île-de-France, France",Vaugirard,t,2018-11-14,t
"Paris, Île-de-France, France",Passy,t,2018-11-11,t
"Paris, Île-de-France, France",Vaugirard,t,2018-11-20,f
"Paris, Île-de-France, France",Luxembourg,t,2019-06-06,f
0,Batignolles-Monceau,t,2018-11-22,f
0,Ménilmontant,t,2018-11-16,f
0,Popincourt,t,2018-12-21,f
"Paris, Île-de-France, France",Ménilmontant,t,2019-10-04,f
0,Popincourt,t,2018-11-16,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,f
0,Reuilly,t,2018-11-07,f
0,Bourse,t,2018-11-17,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-22,f
"Paris, Île-de-France, France",Gobelins,t,2018-12-29,f
"Paris, Île-de-France, France",Entrepôt,t,2018-11-11,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-26,f
"Paris, Île-de-France, France",Reuilly,t,2018-12-03,f
"Paris, Île-de-France, France",Élysée,t,2018-11-25,f
0,Opéra,t,2019-02-08,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-10-03,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-01-03,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-16,f
0,Popincourt,t,2019-05-08,t
"Paris, Île-de-France, France",Passy,t,2019-01-17,t
0,Opéra,t,2018-12-24,f
"Paris, Île-de-France, France",Élysée,t,2018-12-07,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-23,f
0,Buttes-Montmartre,t,2019-02-03,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-11,f
0,Entrepôt,t,2018-11-13,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2018-11-24,f
0,Buttes-Chaumont,t,2018-11-17,f
0,Opéra,t,2019-01-01,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Gobelins,t,2019-06-19,f
"Paris, Île-de-France, France",Ménilmontant,t,2019-08-01,f
"Paris, Île-de-France, France",Bourse,t,2018-12-10,f
"Paris, Île-de-France, France",Luxembourg,t,2019-04-15,f
"Paris, Île-de-France, France",Vaugirard,t,2018-11-15,f
0,Popincourt,t,2018-11-19,f
"Paris, Île-de-France, France",Popincourt,t,2018-12-03,f
0,Gobelins,t,2018-11-23,t
0,Passy,t,0,f
"Paris, Île-de-France, France",Bourse,t,2018-11-23,f
"Paris, Île-de-France, France",Panthéon,t,0,f
"Paris, Île-de-France, France",Passy,t,2018-12-07,f
0,Batignolles-Monceau,t,2019-01-05,f
"Paris, France",Passy,t,2018-12-18,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Buttes-Montmartre,t,2018-12-01,t
0,Batignolles-Monceau,t,2018-11-10,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-01-19,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-11-25,t
0,Popincourt,t,2019-01-03,f
0,Luxembourg,t,2018-12-23,f
0,Buttes-Montmartre,t,2018-11-12,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-20,f
"Paris, France",Louvre,t,0,t
"Paris, France",Louvre,t,0,t
"Paris, France",Louvre,t,0,t
"Paris, France",Louvre,t,0,t
"Paris, France",Louvre,t,2019-01-20,t
"Paris, France",Louvre,t,0,t
"Paris, Île-de-France, France",Luxembourg,t,2018-11-12,t
0,Opéra,t,2019-01-28,f
0,Panthéon,t,2018-11-17,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-01,f
"Paris, Île-de-France, France",Ménilmontant,t,2018-11-25,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-25,t
0,Passy,t,2018-11-10,f
"Paris, Île-de-France, France",Élysée,t,2019-01-06,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-11-17,t
"Paris, Île-de-France, France",Élysée,t,2019-01-21,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-30,t
0,Élysée,t,2019-01-19,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-11-11,f
"Paris, Île-de-France, France",Temple,t,2018-11-18,f
"Paris, Île-de-France, France",Ménilmontant,t,2018-11-08,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2018-12-26,f
0,Panthéon,t,2019-01-01,f
0,Panthéon,t,2018-11-10,f
"Paris, Île-de-France Region, France",Entrepôt,t,0,t
"Paris, Île-de-France Region, France",Entrepôt,t,2018-11-18,t
"Paris, Île-de-France Region, France",Entrepôt,t,0,t
"Paris, Île-de-France Region, France",Entrepôt,t,0,t
"Paris, Île-de-France Region, France",Entrepôt,t,0,t
"Paris, Île-de-France Region, France",Entrepôt,t,2019-07-01,t
"Paris, Île-de-France Region, France",Entrepôt,t,0,t
0,Entrepôt,t,2018-11-18,f
"Paris, Île-de-France, France",Temple,t,0,f
0,Buttes-Montmartre,t,2018-11-10,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2018-11-20,f
"Paris 09e, France",Opéra,t,2018-11-19,f
0,Vaugirard,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-19,f
"Paris, Île-de-France, France",Opéra,t,0,f
"Paris, Île-de-France, France",Reuilly,t,2018-11-19,t
0,Bourse,t,2018-11-11,t
0,Temple,t,2018-12-12,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-29,f
0,Buttes-Montmartre,t,2018-11-18,f
0,Reuilly,t,2018-12-25,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-12-12,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-25,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-12-09,f
"Paris, Île-de-France, France",Popincourt,t,2019-01-15,f
"Paris, Île-de-France, France",Bourse,t,2018-11-22,f
"Paris, Île-de-France, France",Passy,t,2018-11-20,t
"Paris, Île-de-France, France",Entrepôt,t,2019-02-17,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-28,t
0,Passy,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2018-11-18,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2018-11-13,t
"Paris, Île-de-France, France",Observatoire,t,2018-12-13,f
0,Ménilmontant,t,2018-11-23,f
0,Observatoire,t,2018-11-17,f
"Paris, Île-de-France, France",Vaugirard,t,2018-11-21,f
0,Vaugirard,t,2018-11-28,t
"Paris, France",Vaugirard,t,2018-11-19,t
0,Vaugirard,t,2019-01-12,t
0,Buttes-Montmartre,t,2018-11-18,f
"Paris, Île-de-France, France",Luxembourg,t,2018-11-17,f
"Paris, Île-de-France, France",Vaugirard,t,2019-01-01,f
"Paris, Île-de-France, France",Opéra,t,2018-11-12,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-15,f
0,Reuilly,t,0,t
0,Entrepôt,t,0,f
"Paris, Île-de-France, France",Passy,t,2019-02-25,t
"Paris, Île-de-France, France",Passy,t,2019-03-07,t
"Paris, Île-de-France, France",Panthéon,t,2019-04-07,f
0,Reuilly,t,0,f
0,Palais-Bourbon,t,2018-12-02,f
0,Ménilmontant,t,2018-12-01,f
"Paris, Île-de-France, France",Bourse,t,2018-12-29,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-12-02,f
0,Élysée,t,2018-11-25,f
"Paris, Île-de-France, France",Élysée,t,2018-12-31,f
0,Batignolles-Monceau,t,2019-01-01,t
0,Buttes-Montmartre,t,2018-11-18,f
0,Reuilly,t,2018-11-23,t
"Paris, Île-de-France, France",Passy,t,2018-11-17,f
"Paris, Île-de-France, France",Entrepôt,t,2019-03-01,t
0,Passy,t,2019-01-03,f
0,Panthéon,t,2018-12-23,f
"Paris, Île-de-France, France",Gobelins,t,2019-01-27,t
"Paris, Île-de-France, France",Élysée,t,2018-11-19,f
0,Reuilly,t,2019-01-01,f
"Paris, Île-de-France, France",Popincourt,t,2018-11-13,f
"Paris, Île-de-France, France",Gobelins,t,2018-11-23,f
0,Luxembourg,t,2018-11-29,f
0,Popincourt,t,2018-12-25,t
"Paris, Île-de-France, France",Popincourt,t,2018-11-25,f
"Paris, Île-de-France, France",Reuilly,t,2019-01-01,f
0,Observatoire,t,2019-02-04,t
"Paris, Île-de-France, France",Reuilly,t,2018-12-30,f
0,Gobelins,t,2018-12-17,t
0,Buttes-Montmartre,t,2020-08-31,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-18,t
0,Buttes-Chaumont,t,2018-12-29,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-02,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2021-01-05,f
0,Observatoire,t,2018-11-24,f
"Paris, Île-de-France, France",Popincourt,t,2019-02-11,f
"Paris, Île-de-France, France",Passy,t,2018-12-31,f
0,Buttes-Chaumont,t,2018-12-18,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-31,f
"Paris, Île-de-France, France",Panthéon,t,2018-12-16,f
"Paris, Île-de-France, France",Popincourt,t,2019-07-12,f
0,Entrepôt,t,2019-02-18,f
0,Bourse,t,2020-07-20,t
"Paris, Île-de-France, France",Luxembourg,t,2019-01-05,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-17,t
0,Popincourt,t,2019-04-15,t
0,Opéra,t,2018-11-19,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-14,f
0,Panthéon,t,2019-02-05,f
"Paris, Île-de-France, France",Louvre,t,0,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-12-27,f
0,Temple,t,2019-02-17,f
0,Hôtel-de-Ville,t,2019-05-31,f
"Paris, Île-de-France, France",Passy,t,2018-11-24,f
0,Batignolles-Monceau,t,2018-12-10,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-25,f
"Paris, Île-de-France, France",Popincourt,t,2018-11-27,t
0,Popincourt,t,2019-06-13,t
0,Buttes-Montmartre,f,2018-12-21,f
"Paris, Île-de-France, France",Entrepôt,t,2019-01-24,f
0,Batignolles-Monceau,t,2019-09-20,f
0,Élysée,t,2019-07-04,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-02-10,f
0,Popincourt,t,2018-12-31,f
0,Entrepôt,t,2018-12-09,f
"Clichy, Île-de-France, France",Batignolles-Monceau,t,2019-01-02,t
0,Buttes-Montmartre,t,2018-12-12,f
"Paris, Île-de-France, France",Popincourt,t,2019-04-22,t
0,Popincourt,t,2019-01-02,f
0,Reuilly,t,2018-11-29,t
0,Élysée,t,2018-11-18,t
"Paris, France",Buttes-Chaumont,t,2018-12-28,t
"Paris, Île-de-France, France",Reuilly,t,2019-10-30,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-12-09,f
"Paris, Île-de-France, France",Gobelins,t,2018-12-05,t
0,Temple,t,2018-11-25,f
"Paris, Île-de-France Region, France",Palais-Bourbon,t,0,t
"Paris, Île-de-France Region, France",Palais-Bourbon,t,0,t
"Paris, Île-de-France Region, France",Palais-Bourbon,t,0,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-01-03,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-03-10,f
0,Vaugirard,t,2019-01-01,f
0,Buttes-Montmartre,t,2019-06-30,f
"Paris, Île-de-France, France",Vaugirard,t,2018-11-28,f
0,Buttes-Montmartre,t,0,t
0,Entrepôt,t,2018-11-25,f
"Paris, France",Batignolles-Monceau,t,0,t
"Paris, France",Entrepôt,t,0,t
0,Vaugirard,t,2018-11-21,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-12-11,f
0,Popincourt,t,2018-11-16,f
"Paris, Île-de-France, France",Luxembourg,t,2019-07-08,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2018-11-24,t
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-02-28,f
0,Observatoire,t,2018-11-24,f
"Paris, Île-de-France, France",Entrepôt,t,2018-11-25,f
0,Passy,t,2018-12-02,f
"Paris, Île-de-France, France",Bourse,t,2018-11-22,f
0,Palais-Bourbon,t,2019-03-04,f
0,Buttes-Montmartre,t,2019-01-01,f
0,Vaugirard,t,2018-11-19,f
0,Popincourt,t,0,f
"Paris, Île-de-France, France",Passy,t,2019-01-03,f
"Paris, Île-de-France, France",Opéra,t,2018-12-15,f
"Paris, Île-de-France, France",Opéra,t,0,t
"Paris, Île-de-France, France",Luxembourg,t,2018-11-28,f
0,Buttes-Chaumont,t,2018-11-25,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-06,t
0,Ménilmontant,t,2019-01-21,t
"Paris, Île-de-France, France",Reuilly,t,2018-12-01,t
"Paris, Île-de-France, France",Ménilmontant,t,2018-11-24,f
0,Buttes-Montmartre,t,2018-11-23,f
"Paris, Île-de-France, France",Temple,t,2018-11-22,t
0,Ménilmontant,t,2018-11-23,t
0,Ménilmontant,t,2018-11-30,t
0,Ménilmontant,t,2018-12-09,t
0,Ménilmontant,t,2018-12-02,t
0,Reuilly,t,2018-12-30,f
"Paris, France",Palais-Bourbon,t,2019-09-08,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-26,f
"Paris, Île-de-France, France",Bourse,t,2018-12-21,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-11-22,f
"Paris, France",Ménilmontant,t,2018-12-04,t
"Paris, Île-de-France, France",Bourse,t,2019-06-17,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
"Paris, Île-de-France, France",Passy,t,2018-12-12,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-03,f
0,Vaugirard,t,2018-11-24,f
0,Buttes-Montmartre,t,2018-12-14,t
"Paris, Île-de-France, France",Ménilmontant,t,2019-02-23,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-30,f
"Paris, Île-de-France, France",Vaugirard,t,2018-12-28,t
0,Popincourt,t,2019-06-10,f
0,Popincourt,t,0,f
0,Entrepôt,t,2019-01-02,f
0,Opéra,t,2018-11-22,f
"Paris, Île-de-France, France",Observatoire,t,2019-01-02,f
0,Palais-Bourbon,t,2018-11-16,f
0,Palais-Bourbon,t,2019-06-13,t
0,Bourse,t,0,t
0,Louvre,t,2018-12-08,t
0,Passy,t,2019-04-18,t
0,Temple,t,2018-12-01,t
0,Batignolles-Monceau,t,2019-01-01,f
"Paris, Île-de-France, France",Popincourt,t,2019-02-24,f
"Paris, Île-de-France, France",Panthéon,t,2018-11-26,f
0,Élysée,t,0,f
"Paris, Île-de-France, France",Ménilmontant,t,2019-10-27,t
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-01-06,f
0,Entrepôt,t,2018-11-16,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-03-01,f
0,Vaugirard,t,0,t
0,Opéra,t,2018-11-30,t
0,Élysée,t,2019-01-01,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-01,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-16,f
"Paris, Île-de-France, France",Ménilmontant,t,2019-12-12,t
0,Ménilmontant,t,2018-11-18,t
0,Ménilmontant,t,2019-10-10,t
0,Popincourt,t,2018-11-27,f
"Paris, Île-de-France, France",Temple,t,2018-12-12,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-01,t
"Paris, Île-de-France, France",Luxembourg,t,2019-05-03,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-11-25,f
0,Buttes-Montmartre,t,2018-12-29,f
"Paris, Île-de-France, France",Reuilly,t,2018-11-24,t
"Paris, Île-de-France, France",Panthéon,t,2018-11-22,t
0,Entrepôt,t,2018-12-21,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,0,t
0,Louvre,t,2018-11-24,f
0,Bourse,t,2018-12-31,f
0,Vaugirard,t,2018-11-22,t
"Paris, Île-de-France, France",Vaugirard,t,2019-01-28,f
0,Temple,t,2018-11-30,f
0,Bourse,t,2018-11-29,f
0,Entrepôt,t,2018-11-26,t
"Paris, Île-de-France, France",Luxembourg,t,2018-12-08,f
"Paris, Île-de-France, France",Ménilmontant,t,2021-03-18,t
"Paris, Île-de-France, France",Élysée,t,2020-08-31,t
"Paris, Île-de-France, France",Buttes-Chaumont,t,0,f
"Paris, Île-de-France, France",Opéra,t,2019-01-01,t
"Paris, Île-de-France, France",Opéra,t,2018-12-30,f
0,Entrepôt,t,2018-11-27,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-08,f
"Paris, Île-de-France, France",Panthéon,t,0,t
"Paris, Île-de-France, France",Panthéon,t,2019-02-10,f
0,Buttes-Montmartre,t,0,t
0,Panthéon,t,2018-12-26,f
"Le Kremlin-Bicêtre, Île-de-France, France",Gobelins,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-25,t
"Paris, Île-de-France, France",Reuilly,t,2018-11-23,t
0,Observatoire,t,2018-12-20,f
0,Entrepôt,t,0,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-06-19,f
0,Popincourt,t,2018-12-30,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-09-12,f
"Paris, Île-de-France, France",Vaugirard,t,2018-12-03,f
0,Buttes-Chaumont,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Passy,t,2019-07-07,t
0,Buttes-Chaumont,t,2018-11-21,f
0,Passy,t,2018-11-26,t
0,Entrepôt,t,2018-11-29,t
0,Palais-Bourbon,t,2018-12-13,f
0,Entrepôt,t,2018-12-02,t
0,Observatoire,t,2018-12-02,f
0,Reuilly,t,2019-03-11,t
0,Luxembourg,t,0,t
0,Luxembourg,t,2019-03-13,t
"Paris, Île-de-France Region, France",Luxembourg,t,0,t
0,Luxembourg,t,0,t
0,Luxembourg,t,0,t
0,Luxembourg,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2020-01-31,f
"Paris, Île-de-France, France",Panthéon,t,2019-06-16,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
0,Hôtel-de-Ville,t,2018-12-02,t
"Paris, Île-de-France, France",Panthéon,t,2018-12-03,f
0,Vaugirard,t,2019-01-23,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-07-21,t
"Paris, France",Élysée,t,2019-01-20,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-02-17,t
"Paris, Île-de-France, France",Entrepôt,t,2018-12-08,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2018-12-09,f
"Paris, Île-de-France, France",Popincourt,t,2018-11-25,f
0,Bourse,t,2018-12-03,t
"Paris, Île-de-France, France",Opéra,t,2018-11-27,t
0,Temple,t,2018-12-16,f
"Paris, Île-de-France, France",Observatoire,t,2019-08-16,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-01,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-03-03,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-03-08,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-02,t
"Paris, Île-de-France, France",Passy,t,2018-12-08,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-21,f
0,Palais-Bourbon,t,2019-02-26,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-11-26,f
"Paris, Île-de-France, France",Entrepôt,t,2018-11-25,f
"Paris, Île-de-France, France",Popincourt,t,2018-12-02,t
"Paris, Île-de-France, France",Opéra,t,2019-01-01,f
"Paris, Île-de-France, France",Popincourt,t,2018-11-24,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2018-12-02,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-01,t
0,Temple,t,2018-11-26,t
"Paris, Île-de-France, France",Popincourt,t,2018-12-01,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-04,t
0,Buttes-Montmartre,t,2018-11-22,t
0,Passy,t,2018-12-07,f
"Paris, Île-de-France, France",Temple,t,2018-12-03,t
0,Élysée,t,2018-11-22,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-05-11,f
"Paris, Île-de-France, France",Panthéon,t,2018-12-11,f
"Paris, Île-de-France, France",Opéra,t,2019-04-28,f
"Paris, Île-de-France, France",Palais-Bourbon,t,0,f
"Paris, Île-de-France, France",Popincourt,t,2018-11-23,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-07,f
0,Batignolles-Monceau,t,2021-01-25,f
"Paris, Île-de-France, France",Reuilly,t,2018-12-14,f
"Paris, Île-de-France, France",Popincourt,t,2019-01-02,f
"Paris, Île-de-France, France",Gobelins,t,2018-12-07,t
"Paris, Île-de-France, France",Temple,t,0,f
"Paris, Île-de-France, France",Bourse,t,2018-12-04,f
"Paris, Île-de-France, France",Ménilmontant,t,2019-04-26,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-12-29,f
0,Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-22,t
0,Entrepôt,t,2019-05-03,t
"Paris, Île-de-France, France",Opéra,t,0,t
0,Élysée,t,2019-01-05,t
0,Vaugirard,t,2018-11-21,t
0,Temple,t,2019-01-04,f
"Paris, Île-de-France, France",Observatoire,t,2019-01-02,f
"Paris, Île-de-France, France",Reuilly,t,2018-12-15,f
0,Vaugirard,t,2019-05-28,f
"Paris, Île-de-France, France",Reuilly,t,2019-02-06,f
"Paris, Île-de-France, France",Opéra,t,2019-06-10,f
"Paris, Île-de-France, France",Popincourt,t,2018-12-23,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-02-23,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-05-31,f
"Paris, Île-de-France, France",Buttes-Chaumont,t,2018-12-26,f
"Paris, Île-de-France, France",Luxembourg,t,2018-12-04,t
"Paris, Île-de-France, France",Vaugirard,t,2018-12-02,f
"Paris, Île-de-France, France",Luxembourg,t,2018-11-27,f
"Paris, Île-de-France, France",Panthéon,t,2018-12-03,f
"Paris, Île-de-France, France",Bourse,t,2018-12-13,t
0,Entrepôt,t,2018-12-04,f
"Paris, Île-de-France, France",Ménilmontant,t,0,f
0,Hôtel-de-Ville,t,2018-12-29,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,0,f
"Paris, Île-de-France, France",Temple,t,2019-10-02,t
"Paris, Île-de-France, France",Bourse,t,2018-11-26,t
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-12-24,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-03-04,f
"Paris, Île-de-France, France",Ménilmontant,t,2018-12-28,f
0,Entrepôt,t,2018-12-05,t
"Paris, Île-de-France, France",Entrepôt,t,2018-12-24,f
0,Reuilly,t,2018-12-02,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-06,t
"Paris, Île-de-France, France",Ménilmontant,t,2018-12-09,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-08-25,f
"Paris, Île-de-France, France",Popincourt,t,2019-01-06,t
"Paris, Île-de-France, France",Temple,t,2018-12-30,f
0,Bourse,t,2018-12-16,f
"Paris, Île-de-France, France",Opéra,t,2018-11-28,f
"Paris, Île-de-France, France",Gobelins,t,2019-01-04,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-16,f
0,Entrepôt,t,2019-01-05,f
"Paris, Île-de-France, France",Bourse,t,2019-05-24,f
0,Buttes-Chaumont,t,2018-12-06,t
0,Batignolles-Monceau,t,2019-05-24,f
0,Popincourt,t,2018-12-19,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-06,t
"Paris, Île-de-France, France",Temple,t,2019-04-01,f
0,Temple,t,2020-08-22,f
0,Gobelins,t,2019-04-14,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-02-15,t
0,Popincourt,t,2018-12-30,t
0,Palais-Bourbon,t,2018-12-12,f
0,Batignolles-Monceau,t,2019-01-03,t
"Paris, Île-de-France, France",Observatoire,t,2018-12-06,t
"Paris, Île-de-France, France",Passy,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,2019-01-01,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-01-02,f
0,Opéra,t,2018-12-11,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-06-21,f
0,Batignolles-Monceau,f,2019-05-07,f
0,Opéra,t,2018-12-14,f
0,Palais-Bourbon,f,2018-12-16,f
"Paris, Île-de-France, France",Reuilly,t,2019-01-03,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2018-12-09,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-28,f
"Paris, Île-de-France, France",Vaugirard,t,0,t
"Paris, Île-de-France, France",Ménilmontant,t,2018-12-10,f
"Paris, Île-de-France, France",Passy,t,2019-01-04,f
"Paris, Île-de-France, France",Hôtel-de-Ville,t,2019-01-21,f
0,Passy,t,2018-12-07,t
"Paris, Île-de-France, France",Élysée,t,0,f
"Saint-Maurice, Île-de-France, France",Reuilly,t,2018-12-15,f
0,Gobelins,t,2018-12-06,f
"Paris, Île-de-France, France",Palais-Bourbon,t,2019-04-11,t
"Paris, Île-de-France, France",Popincourt,t,2019-03-03,f
0,Popincourt,t,2018-12-03,f
"Paris, Île-de-France, France",Entrepôt,t,2018-12-11,t
0,Ménilmontant,t,2019-06-02,f
0,Buttes-Montmartre,t,2019-11-14,f
"Paris, Île-de-France, France",Opéra,t,2018-12-25,f
0,Buttes-Montmartre,t,2019-01-20,t
0,Luxembourg,t,0,f
0,Buttes-Montmartre,t,2018-12-14,f
"Paris, Île-de-France, France",Bourse,t,2018-12-02,t
"Paris, Île-de-France, France",Bourse,t,2018-12-07,t
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-01,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-04,f
0,Palais-Bourbon,t,0,f
0,Buttes-Montmartre,t,2018-12-02,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-01-01,t
"Paris, Île-de-France, France",Passy,f,2018-11-28,f
0,Ménilmontant,t,2018-11-27,f
0,Batignolles-Monceau,t,2019-01-05,f
"Paris, Île-de-France, France",Louvre,t,2018-12-09,f
0,Buttes-Chaumont,t,2018-12-31,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2018-11-28,t
0,Observatoire,t,2019-04-28,f
"Paris, Île-de-France, France",Panthéon,t,2020-01-19,f
"Paris, Île-de-France, France",Panthéon,t,0,f
"Paris, Île-de-France, France",Buttes-Montmartre,t,2019-09-20,f
0,Popincourt,t,2018-12-29,f
"Paris, Île-de-France, France",Temple,t,2019-07-05,t
"Paris, Île-de-France, France",Opéra,t,2018-12-28,f
0,Hôtel-de-Ville,t,0,t
0,Hôtel-de-Ville,t,0,t
0,Hôtel-de-Ville,t,0,t
0,Hôtel-de-Ville,t,0,t
"Paris, Île-de-France, France",Entrepôt,t,0,f
"Paris, Île-de-France, France",Temple,t,2018-12-31,f
"Paris, Île-de-France, France",Batignolles-Monceau,t,2019-01-10,f
"Paris, Île-de-France Region, France",Opéra,t,2019-01-12,f
0,Opéra,t,2019-02-03,t
"Paris, Île-de-France Region, France",Opéra,t,0,t
"Paris, Île-de-France Region, France",Opéra,t,2018-12-16,f
"Paris, Île-de-France Region, France",Opéra,t,2019-04-07,t
"Paris, Île-de-France, France",Louvre,t,2020-02-21,t
0,Buttes-Chaumont,t,2019-06-02,f
